21.05, 729186.09
27.75, 729165.51
36.25, 731715.86
42.76, 723966.37
54.79, 739066.25
63.33, 732276.69
70.25, 733543.66
75.13, 725799.17
86.93, 756358.69
96.84, 755362.05
103.89, 753407.99
116.91, 759165.04
124.51, 753344.58
134.28, 764908.74
142.14, 744594.69
152.73, 602533.17
154.62, 567744.72
161.14, 480768.17
165.75, 434377.18
170.90, 357066.64
177.41, 298109.41
179.96, 274333.46
185.28, 260404.06
193.69, 211102.83
201.02, 203350.84
209.70, 204290.32
214.85, 204274.47
225.43, 237092.17
233.03, 249629.19
239.54, 281493.23
246.60, 316254.14
249.31, 349096.04
255.01, 386759.68
257.45, 408974.39
270.47, 540335.31
275.08, 581867.02
280.78, 656245.63
287.29, 704051.69
296.51, 707404.97
283.72, 680539.82
278.46, 620801.25
267.94, 499540.40
264.19, 467444.93
262.18, 438019.65
172.78, 327703.74
166.52, 400855.66
158.51, 525740.96
149.24, 637252.17
146.74, 676501.79
144.73, 721101.04
131.71, 738978.33
47.82, 711588.62
14.26, 731312.78
10.75, 707243.30
