6.20, 423494.93
6.30, 490354.38
6.30, 571090.32
6.30, 398264.95
6.40, 581182.31
6.40, 500446.37
6.40, 403310.95
6.50, 581182.31
6.50, 500446.37
6.50, 403310.95
6.60, 403310.95
6.60, 581182.31
6.60, 500446.37
6.70, 581182.31
6.70, 500446.37
6.70, 403310.95
6.80, 500446.37
6.80, 403310.95
6.80, 581182.31
6.90, 403310.95
6.90, 581182.31
6.90, 500446.37
7.00, 500446.37
7.00, 403310.95
7.00, 581182.31
7.10, 403310.95
7.10, 581182.31
7.10, 500446.37
7.20, 500446.37
7.20, 403310.95
7.20, 581182.31
7.30, 500446.37
7.30, 403310.95
7.30, 581182.31
7.40, 581182.31
7.40, 500446.37
7.40, 403310.95
7.50, 500446.37
7.50, 403310.95
7.50, 581182.31
7.60, 581182.31
7.60, 472693.40
7.70, 578659.32
7.70, 471431.90
7.80, 578659.32
7.80, 471431.90
7.90, 578659.32
7.90, 471431.90
8.00, 578659.32
8.00, 471431.90
8.10, 578659.32
8.10, 471431.90
8.20, 578659.32
8.20, 471431.90
8.30, 578659.32
8.30, 471431.90
8.40, 578659.32
8.40, 471431.90
8.50, 578659.32
8.50, 471431.90
8.60, 578659.32
8.60, 471431.90
8.70, 578659.32
8.70, 471431.90
8.80, 578659.32
8.80, 471431.90
8.90, 578659.32
8.90, 471431.90
9.00, 578659.32
9.00, 497923.38
9.10, 601366.30
9.10, 428540.93
9.10, 520630.36
9.20, 601366.30
9.20, 428540.93
9.20, 520630.36
9.30, 428540.93
9.30, 601366.30
9.30, 520630.36
9.40, 601366.30
9.40, 428540.93
9.40, 520630.36
9.50, 601366.30
9.50, 428540.93
9.50, 520630.36
9.60, 601366.30
9.60, 428540.93
9.60, 520630.36
9.70, 601366.30
9.70, 428540.93
9.70, 520630.36
9.80, 428540.93
9.80, 601366.30
9.80, 520630.36
9.90, 601366.30
9.90, 520630.36
9.90, 428540.93
10.00, 601366.30
10.00, 428540.93
10.00, 520630.36
10.10, 601366.30
10.10, 520630.36
10.10, 428540.93
10.20, 601366.30
10.20, 428540.93
10.20, 520630.36
10.30, 601366.30
10.30, 520630.36
10.30, 428540.93
10.40, 562259.83
10.50, 613981.29
10.60, 595058.80
10.60, 677056.24
10.70, 595058.80
10.70, 677056.24
10.80, 595058.80
10.80, 677056.24
10.90, 595058.80
10.90, 677056.24
11.00, 595058.80
11.00, 677056.24
11.10, 595058.80
11.10, 677056.24
11.20, 595058.80
11.20, 677056.24
11.30, 595058.80
11.30, 677056.24
11.40, 595058.80
11.40, 677056.24
11.50, 595058.80
11.50, 677056.24
11.60, 595058.80
11.60, 677056.24
11.70, 595058.80
11.70, 677056.24
11.80, 595058.80
11.80, 677056.24
11.90, 637949.77
12.00, 637949.77
12.10, 637949.77
12.20, 637949.77
12.30, 637949.77
12.40, 637949.77
12.50, 637949.77
12.60, 637949.77
12.70, 637949.77
12.80, 637949.77
12.90, 637949.77
13.00, 637949.77
13.10, 637949.77
13.20, 637949.77
13.20, 553429.34
13.30, 542075.84
13.30, 624073.28
13.40, 624073.28
13.40, 542075.84
13.50, 624073.28
13.50, 542075.84
13.60, 624073.28
13.60, 542075.84
13.70, 624073.28
13.70, 542075.84
13.80, 624073.28
13.80, 542075.84
13.90, 624073.28
13.90, 542075.84
14.00, 542075.84
14.00, 624073.28
14.10, 624073.28
14.10, 542075.84
14.20, 624073.28
14.20, 542075.84
14.30, 624073.28
14.30, 542075.84
14.40, 624073.28
14.40, 542075.84
14.50, 509276.87
14.50, 624073.28
14.50, 457555.41
14.60, 624073.28
14.60, 543337.34
14.60, 457555.41
14.70, 462601.40
14.70, 634165.27
14.70, 553429.34
14.80, 462601.40
14.80, 634165.27
14.80, 553429.34
14.90, 462601.40
14.90, 634165.27
14.90, 553429.34
15.00, 462601.40
15.00, 634165.27
15.00, 553429.34
15.10, 553429.34
15.10, 462601.40
15.10, 634165.27
15.20, 462601.40
15.20, 634165.27
15.20, 553429.34
15.30, 462601.40
15.30, 634165.27
15.30, 553429.34
15.40, 553429.34
15.40, 462601.40
15.40, 634165.27
15.50, 462601.40
15.50, 634165.27
15.50, 553429.34
15.60, 553429.34
15.60, 462601.40
15.60, 634165.27
15.70, 462601.40
15.70, 634165.27
15.70, 553429.34
15.80, 462601.40
15.80, 634165.27
15.80, 553429.34
15.90, 634165.27
15.90, 524414.86
16.00, 634165.27
16.00, 530722.35
16.10, 634165.27
16.10, 530722.35
16.20, 634165.27
16.20, 530722.35
16.30, 634165.27
16.30, 530722.35
16.40, 634165.27
16.40, 530722.35
16.50, 634165.27
16.50, 530722.35
16.60, 634165.27
16.60, 530722.35
16.70, 634165.27
16.70, 530722.35
16.80, 634165.27
16.80, 530722.35
16.90, 634165.27
16.90, 530722.35
17.00, 634165.27
17.00, 530722.35
17.10, 634165.27
17.10, 530722.35
17.20, 634165.27
17.20, 530722.35
17.30, 535768.35
17.30, 634165.27
17.40, 603889.30
17.50, 607673.79
17.60, 607673.79
17.70, 607673.79
17.80, 607673.79
17.90, 607673.79
18.00, 607673.79
18.10, 607673.79
18.20, 607673.79
18.30, 607673.79
18.40, 607673.79
18.50, 607673.79
18.60, 607673.79
18.70, 538291.35
18.70, 456293.91
18.70, 607673.79
18.80, 593797.30
18.80, 484046.89
18.90, 593797.30
18.90, 484046.89
19.00, 593797.30
19.00, 484046.89
19.10, 593797.30
19.10, 484046.89
19.20, 593797.30
19.20, 484046.89
19.30, 593797.30
19.30, 484046.89
19.40, 593797.30
19.40, 484046.89
19.50, 593797.30
19.50, 484046.89
19.60, 593797.30
19.60, 484046.89
19.70, 593797.30
19.70, 484046.89
19.80, 593797.30
19.80, 484046.89
19.90, 593797.30
19.90, 484046.89
20.00, 477739.39
20.00, 593797.30
20.10, 477739.39
20.10, 593797.30
20.20, 591274.31
20.20, 476477.89
20.30, 476477.89
20.30, 591274.31
20.40, 591274.31
20.40, 476477.89
20.50, 476477.89
20.50, 591274.31
20.60, 591274.31
20.60, 476477.89
20.70, 591274.31
20.70, 476477.89
20.80, 476477.89
20.80, 591274.31
20.90, 591274.31
20.90, 476477.89
21.00, 476477.89
21.00, 591274.31
21.10, 591274.31
21.10, 476477.89
21.20, 476477.89
21.20, 591274.31
21.30, 591274.31
21.30, 476477.89
21.40, 591274.31
21.40, 476477.89
21.50, 476477.89
21.50, 576136.32
21.60, 560998.33
21.60, 461339.90
21.70, 560998.33
